imageFileName,star_comm,end_comm,up,down,photo,backwards,carry,boat,here,mosaic,num_delimiter,one,two,three,four,five,Class
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2028.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2029.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_203.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2030.jpg',[],[],[],[],[],[],[],"[243,323,166,120]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2031.jpg',[],[],[],[],[],[],[],"[380,328,157,119]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2032.jpg',[],[],[],[],[],[],[],"[247,345,150,117]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2033.jpg',[],[],[],[],[],[],[],"[384,337,167,118]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2034.jpg',[],[],[],[],[],[],[],"[241,334,178,111]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2035.jpg',[],[],[],[],[],[],[],"[380,327,168,111]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2036.jpg',[],[],[],[],[],[],[],"[250,330,164,109]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2037.jpg',[],[],[],[],[],[],[],"[375,340,155,109]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2038.jpg',[],[],[],[],[],[],[],"[234,346,145,98]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2039.jpg',[],[],[],[],[],[],[],"[361,335,143,99]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_204.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2040.jpg',[],[],[],[],[],[],[],"[226,350,142,98]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2041.jpg',"[380,275,88,130]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2042.jpg',"[268,200,93,129]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2043.jpg',"[406,191,100,142]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2044.jpg',"[269,203,91,128]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2045.jpg',"[390,212,92,137]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2046.jpg',"[276,214,79,128]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2047.jpg',"[399,201,83,133]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2048.jpg',"[267,200,93,131]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2049.jpg',"[394,188,91,140]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_205.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2050.jpg',"[264,199,103,124]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2051.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2052.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2053.jpg',[],[],[],[],[],[],"[358,264,134,147]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2054.jpg',[],[],[],[],[],[],"[229,257,128,139]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2055.jpg',[],[],[],[],[],[],"[360,264,124,138]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2056.jpg',[],[],[],[],[],[],"[233,271,126,134]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2057.jpg',[],[],[],[],[],[],"[366,284,135,121]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2058.jpg',[],[],[],[],[],[],"[236,285,124,126]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2059.jpg',[],[],[],[],[],[],"[357,293,135,130]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_206.jpg',"[264,286,59,86]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2060.jpg',[],[],[],[],[],[],"[226,281,121,135]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2061.jpg',[],[],[],[],[],[],"[355,284,136,122]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2062.jpg',[],[],[],[],[],[],"[226,286,137,130]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2063.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2064.jpg',"[216,185,110,150]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2065.jpg',"[363,200,104,150]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2066.jpg',"[209,213,113,142]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2067.jpg',"[355,215,99,147]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2068.jpg',"[204,209,121,154]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2069.jpg',"[338,189,122,155]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_207.jpg',"[343,284,64,92]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2070.jpg',"[200,181,110,164]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2071.jpg',"[342,181,99,159]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2072.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2073.jpg',[],[],[],[],[],[],[],[],"[332,198,109,142]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2074.jpg',[],[],[],[],[],[],[],[],"[179,196,100,156]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2075.jpg',[],[],[],[],[],[],[],[],"[378,203,102,160]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2076.jpg',[],[],[],[],[],[],[],[],"[187,201,115,149]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2077.jpg',[],[],[],[],[],[],[],[],"[364,172,111,167]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2078.jpg',[],[],[],[],[],[],[],[],"[184,184,105,151]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2079.jpg',[],[],[],[],[],[],[],[],"[376,177,109,156]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_208.jpg',"[263,288,59,86]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2080.jpg',[],[],[],[],[],[],[],[],"[202,171,95,171]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2081.jpg',[],[],[],[],[],[],[],[],"[385,180,96,153]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2082.jpg',[],[],[],[],[],[],[],[],"[201,188,92,145]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2083.jpg',[],[],[],[],[],[],[],[],"[374,189,116,147]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2084.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2085.jpg',[],"[374,158,100,167]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2086.jpg',[],"[214,174,110,185]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2087.jpg',[],"[374,189,116,181]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2088.jpg',[],"[213,193,103,185]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2089.jpg',[],"[401,196,106,185]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_209.jpg',"[343,286,57,91]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2090.jpg',[],"[231,198,98,168]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2091.jpg',[],"[402,186,111,181]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2092.jpg',[],"[256,185,88,177]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2093.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2094.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2095.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2096.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2097.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2098.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2099.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_21.jpg',[],[],[],[],[],[],[],[],[],[],"[236,224,60,69]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_210.jpg',"[268,290,56,79]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2100.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2101.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2102.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2103.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2104.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[162,338,129,123]",five
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2105.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2106.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2107.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2108.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2109.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_211.jpg',"[340,285,64,87]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2110.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2111.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2112.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2113.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2114.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2115.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2116.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2117.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2118.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2119.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_212.jpg',"[266,281,57,92]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2120.jpg',"[221,267,98,149]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2121.jpg',"[360,215,106,140]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2122.jpg',"[251,203,86,157]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2123.jpg',"[389,193,103,164]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2124.jpg',"[235,187,98,149]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2125.jpg',"[389,183,96,162]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2126.jpg',"[243,178,99,145]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2127.jpg',"[394,188,96,153]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2128.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2129.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_213.jpg',"[341,290,63,77]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2130.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2131.jpg',[],[],[],[],[],[],[],"[370,348,173,100]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2132.jpg',[],[],[],[],[],[],[],"[223,376,174,104]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2133.jpg',[],[],[],[],[],[],[],"[391,367,159,114]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2134.jpg',[],[],[],[],[],[],[],"[222,357,159,103]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2135.jpg',[],[],[],[],[],[],[],"[396,346,145,108]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2136.jpg',[],[],[],[],[],[],[],"[241,335,151,104]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2137.jpg',[],[],[],[],[],[],[],"[383,335,145,103]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2138.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2139.jpg',"[370,197,87,137]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_214.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2140.jpg',"[253,174,97,159]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2141.jpg',"[404,177,75,145]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2142.jpg',"[255,179,94,140]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2143.jpg',"[397,184,93,146]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2144.jpg',"[262,175,88,153]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2145.jpg',"[387,167,101,144]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2146.jpg',"[264,169,93,148]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2147.jpg',"[384,159,96,154]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2148.jpg',"[244,157,108,145]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2149.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_215.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2150.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2151.jpg',[],[],[],[],[],[],"[387,233,117,134]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2152.jpg',[],[],[],[],[],[],"[258,203,114,134]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2153.jpg',[],[],[],[],[],[],"[375,213,123,146]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2154.jpg',[],[],[],[],[],[],"[249,221,123,141]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2155.jpg',[],[],[],[],[],[],"[370,230,132,142]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2156.jpg',[],[],[],[],[],[],"[238,237,120,132]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2157.jpg',[],[],[],[],[],[],"[368,247,124,136]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2158.jpg',[],[],[],[],[],[],"[238,252,128,143]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2159.jpg',[],[],[],[],[],[],"[380,276,126,132]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_216.jpg',[],[],[],[],[],[],[],[],[],[],[],"[188,292,64,94]",[],[],[],[],one
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2160.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2161.jpg',"[387,215,90,163]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2162.jpg',"[245,224,98,141]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2163.jpg',"[378,219,85,139]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2164.jpg',"[236,202,83,140]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2165.jpg',"[363,198,97,137]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2166.jpg',"[224,191,99,131]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2167.jpg',"[357,195,95,138]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2168.jpg',"[218,176,91,142]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2169.jpg',"[355,185,96,138]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_217.jpg',[],[],[],[],[],[],[],[],[],[],[],"[263,293,57,83]",[],[],[],[],one
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2170.jpg',"[212,186,92,132]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2171.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2172.jpg',[],[],[],[],[],[],[],[],"[206,181,95,103]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/biograd_clear-calm/all_imgs/biograd1_2173.jpg',[],[],[],[],[],[],[],[],"[368,185,90,127]",[],[],[],[],[],[],[],here
